+------------------------------ CFD LOVES C++ ---------------------------+
|--------------------DISCONTINUOS GALERKIN METHOD SOLVER-----------------|
|                                  Author                                |
|   Nam Ha Tran.                                                         |
|   Ver 1.01                                                             |
+------------------------------------------------------------------------+
|   This program uses Discontinous Galerkin method to solve 2D problems  |
|   on structural and unstructural mesh.                                 |
+------------------------------------------------------------------------+
	Program ran at (d-m-y_h-m-s) 24-05-2019_16-48-45

	inpoed array

1169 1427 0 0 
1170 1315 0 0 
1170 1317 0 0 
1171 1320 0 0 
1171 1469 0 0 
1172 1253 0 0 
1172 1321 0 0 
1173 1344 0 0 
1173 1401 0 0 
1174 1228 0 0 
1174 1524 0 0 
1174 1606 0 0 
1175 1319 0 0 
1175 1391 0 0 
1176 1240 0 0 
1176 1471 0 0 
1176 1526 0 0 
1177 1423 0 0 
1177 1437 0 0 
1177 1532 0 0 
1177 1551 0 0 
1178 1313 0 0 
1178 1395 0 0 
1179 1342 0 0 
1179 1405 0 0 
1180 1334 0 0 
1180 1352 0 0 
1181 1243 0 0 
1181 1252 0 0 
1182 1338 0 0 
1182 1420 0 0 
1183 1340 0 0 
1183 1477 0 0 
1184 1332 0 0 
1184 1341 0 0 
1185 1343 0 0 
1185 1479 0 0 
1186 1394 0 0 
1186 1478 0 0 
1187 1345 0 0 
1187 1480 0 0 
1188 1245 0 0 
1188 1346 0 0 
1189 1236 0 0 
1189 1266 0 0 
1190 1350 0 0 
1190 1483 0 0 
1191 1351 0 0 
1191 1482 0 0 
1192 1353 0 0 
1192 1429 0 0 
1193 1354 0 0 
1193 1484 0 0 
1194 1355 0 0 
1194 1485 0 0 
1195 1356 0 0 
1195 1486 0 0 
1196 1357 0 0 
1196 1487 0 0 
1197 1358 0 0 
1197 1488 0 0 
1198 1359 0 0 
1198 1489 0 0 
1199 1360 0 0 
1199 1490 0 0 
1200 1361 0 0 
1200 1491 0 0 
1201 1362 0 0 
1201 1492 0 0 
1202 1363 0 0 
1202 1493 0 0 
1203 1364 0 0 
1203 1494 0 0 
1204 1365 0 0 
1204 1495 0 0 
1205 1366 0 0 
1205 1496 0 0 
1206 1367 0 0 
1206 1497 0 0 
1207 1368 0 0 
1207 1498 0 0 
1208 1369 0 0 
1208 1499 0 0 
1209 1370 0 0 
1209 1500 0 0 
1210 1371 0 0 
1210 1501 0 0 
1211 1372 0 0 
1211 1502 0 0 
1212 1373 0 0 
1212 1503 0 0 
1213 1374 0 0 
1213 1504 0 0 
1214 1375 0 0 
1214 1505 0 0 
1215 1376 0 0 
1215 1506 0 0 
1216 1377 0 0 
1216 1507 0 0 
1217 1378 0 0 
1217 1508 0 0 
1218 1379 0 0 
1218 1509 0 0 
1219 1380 0 0 
1219 1510 0 0 
1220 1381 0 0 
1220 1511 0 0 
1221 1382 0 0 
1221 1512 0 0 
1222 1383 0 0 
1222 1513 0 0 
1223 1384 0 0 
1223 1514 0 0 
1224 1385 0 0 
1224 1515 0 0 
1225 1248 0 0 
1225 1417 0 0 
1226 1246 0 0 
1226 1386 0 0 
1227 1339 0 0 
1227 1399 0 0 
1228 1518 0 0 
1228 1606 0 0 
1229 1247 0 0 
1229 1397 0 0 
1230 1250 0 0 
1230 1282 0 0 
1231 1328 0 0 
1231 1402 0 0 
1232 1333 0 0 
1232 1519 0 0 
1233 1235 0 0 
1233 1521 0 0 
1233 1679 0 0 
1235 1238 0 0 
1235 1679 0 0 
1236 1266 0 0 
1236 1483 0 0 
1236 1623 0 0 
1236 1723 0 0 
1237 1251 0 0 
1237 1442 0 0 
1237 1689 0 0 
1237 1740 0 0 
1238 1422 0 0 
1238 1679 0 0 
1238 1698 0 0 
1239 1311 0 0 
1239 1431 0 0 
1239 1586 0 0 
1239 1718 0 0 
1240 1432 0 0 
1240 1526 0 0 
1241 1302 0 0 
1241 1457 0 0 
1241 1603 0 0 
1241 1735 0 0 
1242 1399 0 0 
1242 1434 0 0 
1242 1530 0 0 
1242 1757 0 0 
1243 1252 0 0 
1243 1475 0 0 
1243 1538 0 0 
1243 1669 0 0 
1244 1403 0 0 
1244 1466 0 0 
1244 1611 0 0 
1244 1707 0 0 
1245 1266 0 0 
1245 1346 0 0 
1245 1694 0 0 
1245 1827 0 0 
1246 1386 0 0 
1246 1520 0 0 
1246 1636 0 0 
1246 1687 0 0 
1247 1408 0 0 
1247 1397 0 0 
1247 1607 0 0 
1247 1677 0 0 
1248 1417 0 0 
1248 1472 0 0 
1248 1710 0 0 
1248 1793 0 0 
1249 1348 0 0 
1249 1268 0 0 
1249 1619 0 0 
1249 1754 0 0 
1250 1282 0 0 
1250 1411 0 0 
1250 1540 0 0 
1250 1692 0 0 
1251 1268 0 0 
1251 1548 0 0 
1251 1740 0 0 
1252 1334 0 0 
1252 1538 0 0 
1252 1700 0 0 
1253 1321 0 0 
1253 1401 0 0 
1253 1595 0 0 
1253 1703 0 0 
1254 1390 0 0 
1254 1275 0 0 
1254 1541 0 0 
1254 1783 0 0 
1255 1404 0 0 
1255 1468 0 0 
1255 1706 0 0 
1255 1789 0 0 
1256 1324 0 0 
1256 1416 0 0 
1256 1559 0 0 
1256 1600 0 0 
1257 1404 0 0 
1257 1521 0 0 
1257 1715 0 0 
1257 1788 0 0 
1258 1263 0 0 
1258 1440 0 0 
1258 1615 0 0 
1258 1724 0 0 
1259 1328 0 0 
1259 1465 0 0 
1259 1702 0 0 
1259 1800 0 0 
1260 1335 0 0 
1260 1439 0 0 
1260 1557 0 0 
1260 1613 0 0 
1261 1390 0 0 
1261 1393 0 0 
1261 1668 0 0 
1261 1784 0 0 
1262 1421 0 0 
1262 1441 0 0 
1262 1589 0 0 
1262 1799 0 0 
1263 1264 0 0 
1263 1546 0 0 
1263 1724 0 0 
1264 1275 0 0 
1264 1546 0 0 
1264 1553 0 0 
1265 1326 0 0 
1265 1348 0 0 
1265 1599 0 0 
1265 1744 0 0 
1266 1723 0 0 
1266 1827 0 0 
1267 1430 0 0 
1267 1463 0 0 
1268 1548 0 0 
1268 1619 0 0 
1269 1274 0 0 
1269 1276 0 0 
1269 1543 0 0 
1269 1558 0 0 
1270 1276 0 0 
1270 1278 0 0 
1270 1527 0 0 
1270 1554 0 0 
1271 1278 0 0 
1271 1443 0 0 
1271 1550 0 0 
1271 1556 0 0 
1272 1277 0 0 
1272 1442 0 0 
1272 1525 0 0 
1272 1720 0 0 
1273 1431 0 0 
1273 1393 0 0 
1273 1682 0 0 
1273 1801 0 0 
1274 1277 0 0 
1274 1543 0 0 
1274 1555 0 0 
1275 1541 0 0 
1275 1553 0 0 
1276 1554 0 0 
1276 1558 0 0 
1277 1555 0 0 
1277 1720 0 0 
1278 1527 0 0 
1278 1556 0 0 
1279 1288 0 0 
1279 1447 0 0 
1279 1528 0 0 
1279 1719 0 0 
1280 1300 0 0 
1280 1302 0 0 
1280 1563 0 0 
1280 1802 0 0 
1281 1289 0 0 
1281 1301 0 0 
1281 1567 0 0 
1281 1786 0 0 
1282 1397 0 0 
1282 1540 0 0 
1282 1666 0 0 
1283 1301 0 0 
1283 1444 0 0 
1283 1591 0 0 
1283 1709 0 0 
1284 1444 0 0 
1284 1445 0 0 
1284 1547 0 0 
1284 1561 0 0 
1285 1438 0 0 
1285 1445 0 0 
1285 1533 0 0 
1285 1569 0 0 
1286 1438 0 0 
1286 1446 0 0 
1286 1580 0 0 
1286 1727 0 0 
1287 1436 0 0 
1287 1446 0 0 
1287 1562 0 0 
1287 1592 0 0 
1288 1436 0 0 
1288 1528 0 0 
1288 1565 0 0 
1289 1443 0 0 
1289 1567 0 0 
1289 1571 0 0 
1290 1447 0 0 
1290 1448 0 0 
1290 1560 0 0 
1290 1564 0 0 
1291 1449 0 0 
1291 1448 0 0 
1291 1539 0 0 
1291 1729 0 0 
1292 1450 0 0 
1292 1449 0 0 
1292 1572 0 0 
1292 1730 0 0 
1293 1451 0 0 
1293 1450 0 0 
1293 1573 0 0 
1293 1731 0 0 
1294 1452 0 0 
1294 1451 0 0 
1294 1574 0 0 
1294 1726 0 0 
1295 1453 0 0 
1295 1452 0 0 
1295 1575 0 0 
1295 1732 0 0 
1296 1454 0 0 
1296 1453 0 0 
1296 1576 0 0 
1296 1725 0 0 
1297 1455 0 0 
1297 1454 0 0 
1297 1577 0 0 
1297 1733 0 0 
1298 1456 0 0 
1298 1455 0 0 
1298 1578 0 0 
1298 1582 0 0 
1299 1300 0 0 
1299 1456 0 0 
1299 1529 0 0 
1299 1781 0 0 
1300 1781 0 0 
1300 1802 0 0 
1301 1709 0 0 
1301 1786 0 0 
1302 1563 0 0 
1302 1735 0 0 
1303 1457 0 0 
1303 1458 0 0 
1303 1536 0 0 
1303 1608 0 0 
1304 1458 0 0 
1304 1459 0 0 
1304 1570 0 0 
1304 1736 0 0 
1305 1459 0 0 
1305 1460 0 0 
1305 1583 0 0 
1305 1737 0 0 
1306 1460 0 0 
1306 1461 0 0 
1306 1701 0 0 
1306 1708 0 0 
1307 1461 0 0 
1307 1467 0 0 
1307 1625 0 0 
1307 1674 0 0 
1308 1349 0 0 
1308 1430 0 0 
1308 1722 0 0 
1308 1749 0 0 
1309 1439 0 0 
1309 1311 0 0 
1309 1671 0 0 
1309 1738 0 0 
1310 1387 0 0 
1310 1473 0 0 
1310 1662 0 0 
1310 1675 0 0 
1311 1586 0 0 
1311 1671 0 0 
1312 1330 0 0 
1312 1474 0 0 
1312 1531 0 0 
1312 1605 0 0 
1313 1395 0 0 
1313 1402 0 0 
1313 1673 0 0 
1313 1785 0 0 
1314 1413 0 0 
1314 1522 0 0 
1314 1588 0 0 
1314 1790 0 0 
1315 1317 0 0 
1315 1427 0 0 
1315 1590 0 0 
1315 1705 0 0 
1316 1322 0 0 
1316 1426 0 0 
1316 1566 0 0 
1316 1597 0 0 
1317 1426 0 0 
1317 1705 0 0 
1317 1728 0 0 
1318 1427 0 0 
1318 1469 0 0 
1318 1596 0 0 
1318 1695 0 0 
1319 1391 0 0 
1319 1435 0 0 
1320 1321 0 0 
1320 1469 0 0 
1320 1593 0 0 
1320 1634 0 0 
1321 1593 0 0 
1321 1703 0 0 
1322 1323 0 0 
1322 1597 0 0 
1322 1598 0 0 
1323 1424 0 0 
1323 1598 0 0 
1323 1795 0 0 
1324 1463 0 0 
1324 1600 0 0 
1325 1416 0 0 
1325 1517 0 0 
1325 1621 0 0 
1325 1690 0 0 
1326 1433 0 0 
1326 1599 0 0 
1326 1712 0 0 
1327 1428 0 0 
1327 1432 0 0 
1327 1612 0 0 
1327 1696 0 0 
1328 1402 0 0 
1328 1702 0 0 
1328 1787 0 0 
1329 1409 0 0 
1329 1516 0 0 
1329 1568 0 0 
1329 1680 0 0 
1330 1342 0 0 
1330 1605 0 0 
1330 1697 0 0 
1331 1389 0 0 
1331 1405 0 0 
1331 1665 0 0 
1331 1822 0 0 
1332 1341 0 0 
1332 1479 0 0 
1332 1620 0 0 
1332 1798 0 0 
1333 1410 0 0 
1333 1519 0 0 
1333 1581 0 0 
1333 1681 0 0 
1334 1352 0 0 
1334 1693 0 0 
1334 1700 0 0 
1335 1441 0 0 
1335 1549 0 0 
1335 1613 0 0 
1336 1471 0 0 
1336 1476 0 0 
1336 1750 0 0 
1336 1868 0 0 
1337 1388 0 0 
1337 1420 0 0 
1337 1664 0 0 
1337 1782 0 0 
1338 1420 0 0 
1338 1477 0 0 
1338 1676 0 0 
1338 1794 0 0 
1339 1399 0 0 
1339 1421 0 0 
1339 1751 0 0 
1339 1792 0 0 
1340 1341 0 0 
1340 1477 0 0 
1340 1545 0 0 
1340 1745 0 0 
1341 1745 0 0 
1341 1798 0 0 
1342 1405 0 0 
1342 1697 0 0 
1342 1741 0 0 
1343 1478 0 0 
1343 1479 0 0 
1343 1617 0 0 
1343 1618 0 0 
1344 1391 0 0 
1344 1401 0 0 
1344 1714 0 0 
1344 1717 0 0 
1345 1394 0 0 
1345 1480 0 0 
1345 1584 0 0 
1345 1672 0 0 
1346 1480 0 0 
1346 1694 0 0 
1346 1748 0 0 
1347 1481 0 0 
1347 1473 0 0 
1347 1631 0 0 
1348 1744 0 0 
1348 1754 0 0 
1349 1467 0 0 
1349 1534 0 0 
1349 1722 0 0 
1350 1482 0 0 
1350 1483 0 0 
1350 1622 0 0 
1350 1663 0 0 
1351 1429 0 0 
1351 1482 0 0 
1351 1624 0 0 
1351 1753 0 0 
1352 1474 0 0 
1352 1693 0 0 
1352 1756 0 0 
1353 1429 0 0 
1353 1484 0 0 
1353 1602 0 0 
1353 1797 0 0 
1354 1484 0 0 
1354 1485 0 0 
1354 1626 0 0 
1354 1758 0 0 
1355 1486 0 0 
1355 1485 0 0 
1355 1627 0 0 
1355 1759 0 0 
1356 1487 0 0 
1356 1486 0 0 
1356 1642 0 0 
1356 1760 0 0 
1357 1488 0 0 
1357 1487 0 0 
1357 1629 0 0 
1357 1630 0 0 
1358 1489 0 0 
1358 1488 0 0 
1358 1585 0 0 
1358 1761 0 0 
1359 1490 0 0 
1359 1489 0 0 
1359 1632 0 0 
1359 1633 0 0 
1360 1491 0 0 
1360 1490 0 0 
1360 1594 0 0 
1360 1635 0 0 
1361 1492 0 0 
1361 1491 0 0 
1361 1537 0 0 
1361 1763 0 0 
1362 1493 0 0 
1362 1492 0 0 
1362 1637 0 0 
1362 1667 0 0 
1363 1494 0 0 
1363 1493 0 0 
1363 1644 0 0 
1363 1764 0 0 
1364 1495 0 0 
1364 1494 0 0 
1364 1639 0 0 
1364 1765 0 0 
1365 1496 0 0 
1365 1495 0 0 
1365 1640 0 0 
1365 1641 0 0 
1366 1497 0 0 
1366 1496 0 0 
1366 1579 0 0 
1366 1643 0 0 
1367 1498 0 0 
1367 1497 0 0 
1367 1628 0 0 
1367 1645 0 0 
1368 1499 0 0 
1368 1498 0 0 
1368 1638 0 0 
1368 1646 0 0 
1369 1499 0 0 
1369 1500 0 0 
1369 1542 0 0 
1369 1746 0 0 
1370 1500 0 0 
1370 1501 0 0 
1370 1648 0 0 
1370 1699 0 0 
1371 1501 0 0 
1371 1502 0 0 
1371 1649 0 0 
1371 1766 0 0 
1372 1502 0 0 
1372 1503 0 0 
1372 1650 0 0 
1372 1767 0 0 
1373 1503 0 0 
1373 1504 0 0 
1373 1651 0 0 
1373 1768 0 0 
1374 1504 0 0 
1374 1505 0 0 
1374 1652 0 0 
1374 1769 0 0 
1375 1505 0 0 
1375 1506 0 0 
1375 1653 0 0 
1375 1770 0 0 
1376 1506 0 0 
1376 1507 0 0 
1376 1654 0 0 
1376 1771 0 0 
1377 1507 0 0 
1377 1508 0 0 
1377 1655 0 0 
1377 1772 0 0 
1378 1508 0 0 
1378 1509 0 0 
1378 1656 0 0 
1378 1773 0 0 
1379 1509 0 0 
1379 1510 0 0 
1379 1657 0 0 
1379 1774 0 0 
1380 1510 0 0 
1380 1511 0 0 
1380 1658 0 0 
1380 1775 0 0 
1381 1511 0 0 
1381 1512 0 0 
1381 1659 0 0 
1381 1776 0 0 
1382 1512 0 0 
1382 1513 0 0 
1382 1660 0 0 
1382 1777 0 0 
1383 1513 0 0 
1383 1514 0 0 
1383 1661 0 0 
1383 1778 0 0 
1384 1514 0 0 
1384 1515 0 0 
1384 1647 0 0 
1384 1704 0 0 
1385 1417 0 0 
1385 1515 0 0 
1385 1614 0 0 
1385 1739 0 0 
1386 1411 0 0 
1386 1683 0 0 
1386 1687 0 0 
1387 1414 0 0 
1387 1662 0 0 
1387 1686 0 0 
1388 1418 0 0 
1388 1664 0 0 
1388 1688 0 0 
1389 1523 0 0 
1389 1665 0 0 
1389 1743 0 0 
1390 1783 0 0 
1390 1784 0 0 
1391 1435 0 0 
1391 1717 0 0 
1392 1468 0 0 
1392 1403 0 0 
1392 1604 0 0 
1392 1670 0 0 
1393 1668 0 0 
1393 1682 0 0 
1394 1478 0 0 
1394 1535 0 0 
1394 1672 0 0 
1395 1413 0 0 
1395 1673 0 0 
1395 1685 0 0 
1396 1412 0 0 
1396 1419 0 0 
1396 1610 0 0 
1396 1684 0 0 
1397 1607 0 0 
1397 1666 0 0 
1398 1406 0 0 
1398 1412 0 0 
1398 1609 0 0 
1398 1779 0 0 
1399 1757 0 0 
1399 1792 0 0 
1400 1422 0 0 
1400 1519 0 0 
1400 1552 0 0 
1400 1601 0 0 
1401 1595 0 0 
1401 1714 0 0 
1402 1785 0 0 
1402 1787 0 0 
1403 1604 0 0 
1403 1707 0 0 
1404 1715 0 0 
1404 1789 0 0 
1405 1741 0 0 
1405 1822 0 0 
1406 1518 0 0 
1406 1609 0 0 
1406 1780 0 0 
1407 1415 0 0 
1407 1424 0 0 
1407 1791 0 0 
1407 1796 0 0 
1408 1419 0 0 
1408 1677 0 0 
1408 1691 0 0 
1409 1466 0 0 
1409 1680 0 0 
1409 1762 0 0 
1410 1520 0 0 
1410 1616 0 0 
1410 1681 0 0 
1411 1683 0 0 
1411 1692 0 0 
1412 1684 0 0 
1412 1779 0 0 
1413 1588 0 0 
1413 1685 0 0 
1414 1516 0 0 
1414 1686 0 0 
1414 1734 0 0 
1415 1425 0 0 
1415 1678 0 0 
1415 1791 0 0 
1416 1559 0 0 
1416 1690 0 0 
1417 1739 0 0 
1417 1793 0 0 
1418 1475 0 0 
1418 1587 0 0 
1418 1688 0 0 
1419 1610 0 0 
1419 1691 0 0 
1420 1782 0 0 
1420 1794 0 0 
1421 1751 0 0 
1421 1799 0 0 
1422 1552 0 0 
1422 1698 0 0 
1423 1434 0 0 
1423 1544 0 0 
1423 1551 0 0 
1424 1795 0 0 
1424 1796 0 0 
1425 1517 0 0 
1425 1678 0 0 
1425 1752 0 0 
1426 1566 0 0 
1426 1728 0 0 
1427 1590 0 0 
1427 1695 0 0 
1428 1435 0 0 
1428 1696 0 0 
1429 1753 0 0 
1429 1797 0 0 
1430 1463 0 0 
1430 1749 0 0 
1431 1718 0 0 
1431 1801 0 0 
1432 1526 0 0 
1432 1612 0 0 
1432 1711 0 0 
1433 1440 0 0 
1433 1712 0 0 
1433 1721 0 0 
1434 1530 0 0 
1434 1544 0 0 
1434 1713 0 0 
1435 1717 0 0 
1435 1696 0 0 
1436 1565 0 0 
1436 1592 0 0 
1437 1462 0 0 
1437 1532 0 0 
1437 1716 0 0 
1438 1533 0 0 
1438 1727 0 0 
1439 1557 0 0 
1439 1738 0 0 
1440 1615 0 0 
1440 1721 0 0 
1441 1549 0 0 
1441 1589 0 0 
1442 1525 0 0 
1442 1689 0 0 
1443 1550 0 0 
1443 1571 0 0 
1444 1561 0 0 
1444 1591 0 0 
1445 1547 0 0 
1445 1569 0 0 
1446 1562 0 0 
1446 1580 0 0 
1447 1564 0 0 
1447 1719 0 0 
1448 1539 0 0 
1448 1560 0 0 
1449 1572 0 0 
1449 1729 0 0 
1450 1573 0 0 
1450 1730 0 0 
1451 1574 0 0 
1451 1731 0 0 
1452 1575 0 0 
1452 1726 0 0 
1453 1576 0 0 
1453 1732 0 0 
1454 1577 0 0 
1454 1725 0 0 
1455 1578 0 0 
1455 1733 0 0 
1456 1529 0 0 
1456 1582 0 0 
1457 1536 0 0 
1457 1603 0 0 
1458 1570 0 0 
1458 1608 0 0 
1459 1583 0 0 
1459 1736 0 0 
1460 1701 0 0 
1460 1737 0 0 
1461 1625 0 0 
1461 1708 0 0 
1462 1464 0 0 
1462 1716 0 0 
1462 1755 0 0 
1463 1600 0 0 
1463 1749 0 0 
1464 1481 0 0 
1464 1755 0 0 
1464 1803 0 0 
1464 1631 0 0 
1465 1524 0 0 
1465 1747 0 0 
1465 1800 0 0 
1466 1611 0 0 
1466 1762 0 0 
1467 1534 0 0 
1467 1674 0 0 
1468 1670 0 0 
1468 1706 0 0 
1469 1596 0 0 
1469 1634 0 0 
1470 1522 0 0 
1470 1472 0 0 
1470 1710 0 0 
1471 1526 0 0 
1471 1742 0 0 
1471 1868 0 0 
1472 1710 0 0 
1473 1631 0 0 
1473 1675 0 0 
1474 1531 0 0 
1474 1756 0 0 
1475 1587 0 0 
1475 1669 0 0 
1476 1523 0 0 
1476 1750 0 0 
1476 1865 0 0 
1477 1545 0 0 
1477 1676 0 0 
1478 1535 0 0 
1478 1618 0 0 
1479 1617 0 0 
1479 1620 0 0 
1480 1584 0 0 
1480 1748 0 0 
1481 1631 0 0 
1482 1624 0 0 
1482 1663 0 0 
1483 1622 0 0 
1483 1623 0 0 
1484 1602 0 0 
1484 1758 0 0 
1485 1626 0 0 
1485 1759 0 0 
1486 1627 0 0 
1486 1760 0 0 
1487 1629 0 0 
1487 1642 0 0 
1488 1585 0 0 
1488 1630 0 0 
1489 1632 0 0 
1489 1761 0 0 
1490 1594 0 0 
1490 1633 0 0 
1491 1537 0 0 
1491 1635 0 0 
1492 1667 0 0 
1492 1763 0 0 
1493 1637 0 0 
1493 1764 0 0 
1494 1639 0 0 
1494 1644 0 0 
1495 1640 0 0 
1495 1765 0 0 
1496 1579 0 0 
1496 1641 0 0 
1497 1628 0 0 
1497 1643 0 0 
1498 1638 0 0 
1498 1645 0 0 
1499 1542 0 0 
1499 1646 0 0 
1500 1699 0 0 
1500 1746 0 0 
1501 1648 0 0 
1501 1766 0 0 
1502 1649 0 0 
1502 1767 0 0 
1503 1650 0 0 
1503 1768 0 0 
1504 1651 0 0 
1504 1769 0 0 
1505 1652 0 0 
1505 1770 0 0 
1506 1653 0 0 
1506 1771 0 0 
1507 1654 0 0 
1507 1772 0 0 
1508 1655 0 0 
1508 1773 0 0 
1509 1656 0 0 
1509 1774 0 0 
1510 1657 0 0 
1510 1775 0 0 
1511 1658 0 0 
1511 1776 0 0 
1512 1659 0 0 
1512 1777 0 0 
1513 1660 0 0 
1513 1778 0 0 
1514 1661 0 0 
1514 1704 0 0 
1515 1614 0 0 
1515 1647 0 0 
1516 1568 0 0 
1516 1734 0 0 
1517 1621 0 0 
1517 1752 0 0 
1518 1606 0 0 
1518 1780 0 0 
1518 1877 0 0 
1519 1581 0 0 
1519 1601 0 0 
1520 1616 0 0 
1520 1636 0 0 
1521 1679 0 0 
1521 1788 0 0 
1521 1698 0 0 
1522 1710 0 0 
1522 1790 0 0 
1523 1743 0 0 
1523 1865 0 0 
1524 1606 0 0 
1524 1747 0 0 
1524 1879 0 0 
1525 1689 0 0 
1525 1720 0 0 
1525 1940 0 0 
1525 1952 0 0 
1526 1711 0 0 
1526 1742 0 0 
1527 1554 0 0 
1527 1556 0 0 
1527 1938 0 0 
1527 2014 0 0 
1528 1565 0 0 
1528 1719 0 0 
1528 1842 0 0 
1528 1950 0 0 
1529 1582 0 0 
1529 1781 0 0 
1529 1829 0 0 
1529 2007 0 0 
1530 1713 0 0 
1530 1757 0 0 
1530 1806 0 0 
1530 2030 0 0 
1531 1605 0 0 
1531 1756 0 0 
1531 1837 0 0 
1531 1969 0 0 
1532 1716 0 0 
1532 1551 0 0 
1532 1816 0 0 
1532 2001 0 0 
1533 1569 0 0 
1533 1727 0 0 
1533 1836 0 0 
1533 1845 0 0 
1534 1674 0 0 
1534 1722 0 0 
1534 1891 0 0 
1534 1941 0 0 
1535 1618 0 0 
1535 1672 0 0 
1535 1857 0 0 
1535 1958 0 0 
1536 1603 0 0 
1536 1608 0 0 
1536 1873 0 0 
1536 2043 0 0 
1537 1635 0 0 
1537 1763 0 0 
1537 1909 0 0 
1537 1978 0 0 
1538 1700 0 0 
1538 1669 0 0 
1538 1830 0 0 
1538 2059 0 0 
1539 1560 0 0 
1539 1729 0 0 
1539 1858 0 0 
1539 1929 0 0 
1540 1666 0 0 
1540 1692 0 0 
1540 1870 0 0 
1540 1943 0 0 
1541 1553 0 0 
1541 1783 0 0 
1541 1987 0 0 
1541 2042 0 0 
1542 1646 0 0 
1542 1746 0 0 
1542 1888 0 0 
1542 1907 0 0 
1543 1555 0 0 
1543 1558 0 0 
1543 1892 0 0 
1543 1988 0 0 
1544 1713 0 0 
1544 1551 0 0 
1544 1807 0 0 
1544 1876 0 0 
1545 1676 0 0 
1545 1745 0 0 
1545 1944 0 0 
1545 2054 0 0 
1546 1553 0 0 
1546 1724 0 0 
1546 1956 0 0 
1546 2003 0 0 
1547 1561 0 0 
1547 1569 0 0 
1547 1964 0 0 
1547 1990 0 0 
1548 1619 0 0 
1548 1740 0 0 
1548 1823 0 0 
1548 1885 0 0 
1549 1589 0 0 
1549 1613 0 0 
1549 1819 0 0 
1549 2020 0 0 
1550 1556 0 0 
1550 1571 0 0 
1550 1834 0 0 
1550 1867 0 0 
1551 1876 0 0 
1551 2001 0 0 
1552 1601 0 0 
1552 1698 0 0 
1552 2009 0 0 
1552 2010 0 0 
1553 1987 0 0 
1553 2003 0 0 
1554 1558 0 0 
1554 1833 0 0 
1554 2014 0 0 
1555 1720 0 0 
1555 1813 0 0 
1555 1988 0 0 
1556 1834 0 0 
1556 1938 0 0 
1557 1613 0 0 
1557 1738 0 0 
1557 1817 0 0 
1557 2063 0 0 
1558 1833 0 0 
1558 1892 0 0 
1559 1600 0 0 
1559 1690 0 0 
1559 1874 0 0 
1559 1970 0 0 
1560 1564 0 0 
1560 1858 0 0 
1560 2000 0 0 
1561 1591 0 0 
1561 1818 0 0 
1561 1990 0 0 
1562 1580 0 0 
1562 1592 0 0 
1562 1831 0 0 
1562 1989 0 0 
1563 1735 0 0 
1563 1802 0 0 
1563 1890 0 0 
1563 1982 0 0 
1564 1719 0 0 
1564 1840 0 0 
1564 2000 0 0 
1565 1592 0 0 
1565 1842 0 0 
1565 1864 0 0 
1566 1597 0 0 
1566 1728 0 0 
1566 1824 0 0 
1566 1971 0 0 
1567 1571 0 0 
1567 1786 0 0 
1567 1843 0 0 
1567 1994 0 0 
1568 1680 0 0 
1568 1734 0 0 
1568 1853 0 0 
1568 1931 0 0 
1569 1845 0 0 
1569 1964 0 0 
1570 1608 0 0 
1570 1736 0 0 
1570 1809 0 0 
1570 1968 0 0 
1571 1843 0 0 
1571 1867 0 0 
1572 1729 0 0 
1572 1730 0 0 
1572 1844 0 0 
1572 1847 0 0 
1573 1730 0 0 
1573 1731 0 0 
1573 1846 0 0 
1573 1848 0 0 
1574 1726 0 0 
1574 1731 0 0 
1574 1814 0 0 
1574 1851 0 0 
1575 1726 0 0 
1575 1732 0 0 
1575 1804 0 0 
1575 1849 0 0 
1576 1725 0 0 
1576 1732 0 0 
1576 1875 0 0 
1576 2002 0 0 
1577 1725 0 0 
1577 1733 0 0 
1577 1805 0 0 
1577 1850 0 0 
1578 1582 0 0 
1578 1733 0 0 
1578 1897 0 0 
1578 1995 0 0 
1579 1641 0 0 
1579 1643 0 0 
1579 1832 0 0 
1579 1947 0 0 
1580 1727 0 0 
1580 1831 0 0 
1580 1866 0 0 
1581 1601 0 0 
1581 1681 0 0 
1581 1934 0 0 
1581 2080 0 0 
1582 1829 0 0 
1582 1897 0 0 
1583 1737 0 0 
1583 1736 0 0 
1583 1841 0 0 
1583 1852 0 0 
1584 1672 0 0 
1584 1748 0 0 
1584 1918 0 0 
1584 1930 0 0 
1585 1630 0 0 
1585 1761 0 0 
1585 1899 0 0 
1585 2056 0 0 
1586 1671 0 0 
1586 1718 0 0 
1586 1928 0 0 
1586 2045 0 0 
1587 1669 0 0 
1587 1688 0 0 
1587 1810 0 0 
1587 1942 0 0 
1588 1685 0 0 
1588 1790 0 0 
1588 1838 0 0 
1588 2050 0 0 
1589 1799 0 0 
1589 1819 0 0 
1589 2058 0 0 
1590 1705 0 0 
1590 1695 0 0 
1590 1869 0 0 
1590 1945 0 0 
1591 1709 0 0 
1591 1818 0 0 
1591 1963 0 0 
1592 1864 0 0 
1592 1989 0 0 
1593 1634 0 0 
1593 1703 0 0 
1593 1881 0 0 
1593 1900 0 0 
1594 1633 0 0 
1594 1635 0 0 
1594 1811 0 0 
1594 1898 0 0 
1595 1703 0 0 
1595 1714 0 0 
1595 1860 0 0 
1595 1957 0 0 
